id,fish,year,biomass,F
3177,Red grouper South Atlantic,2000,0.502,0.234
3178,Red grouper South Atlantic,2001,0.514,0.251
3179,Red grouper South Atlantic,2002,0.541,0.342
3180,Red grouper South Atlantic,2003,0.569,0.369
3181,Red grouper South Atlantic,2004,0.662,0.332
3182,Red grouper South Atlantic,2005,0.762,0.223
3183,Red grouper South Atlantic,2006,0.834,0.25
3184,Red grouper South Atlantic,2007,0.848,0.312
3185,Red grouper South Atlantic,2008,0.814,0.34
3186,Red grouper South Atlantic,2009,0.749,NA
3212,Red king crab Bristol Bay,1985,0.387,NA
3213,Red king crab Bristol Bay,1986,0.533,NA
3214,Red king crab Bristol Bay,1987,0.663,NA
3215,Red king crab Bristol Bay,1988,0.807,NA
3216,Red king crab Bristol Bay,1989,0.892,NA
3217,Red king crab Bristol Bay,1990,0.798,NA
3218,Red king crab Bristol Bay,1991,0.656,NA
3219,Red king crab Bristol Bay,1992,0.614,NA
3220,Red king crab Bristol Bay,1993,0.538,NA
3221,Red king crab Bristol Bay,1994,0.689,NA
3222,Red king crab Bristol Bay,1995,0.756,NA
3223,Red king crab Bristol Bay,1996,0.695,NA
3224,Red king crab Bristol Bay,1997,0.648,NA
3225,Red king crab Bristol Bay,1998,0.753,NA
3226,Red king crab Bristol Bay,1999,0.922,NA
3227,Red king crab Bristol Bay,2000,0.947,NA
3228,Red king crab Bristol Bay,2001,0.929,NA
3229,Red king crab Bristol Bay,2002,1.01,NA
3230,Red king crab Bristol Bay,2003,0.988,NA
3231,Red king crab Bristol Bay,2004,0.909,NA
3232,Red king crab Bristol Bay,2005,0.963,NA
3233,Red king crab Bristol Bay,2006,1.08,NA
3234,Red king crab Bristol Bay,2007,1.11,NA
3235,Red king crab Bristol Bay,2008,1.27,NA
3237,Red king crab Pribilof Islands,1981,0.796,NA
3238,Red king crab Pribilof Islands,1982,0.796,NA
3239,Red king crab Pribilof Islands,1983,0.501,NA
3240,Red king crab Pribilof Islands,1984,0.137,NA
3241,Red king crab Pribilof Islands,1985,0.112,NA
3242,Red king crab Pribilof Islands,1986,0.0254,NA
3243,Red king crab Pribilof Islands,1987,0.0439,NA
3244,Red king crab Pribilof Islands,1988,0.0127,NA
3245,Red king crab Pribilof Islands,1989,0.0912,NA
3246,Red king crab Pribilof Islands,1990,0.596,NA
3247,Red king crab Pribilof Islands,1991,0.464,NA
3248,Red king crab Pribilof Islands,1992,1.75,NA
3249,Red king crab Pribilof Islands,1993,1.39,NA
3250,Red king crab Pribilof Islands,1994,3.25,NA
3251,Red king crab Pribilof Islands,1995,2.54,NA
3252,Red king crab Pribilof Islands,1996,1.28,NA
3253,Red king crab Pribilof Islands,1997,0.824,NA
3254,Red king crab Pribilof Islands,1998,1.61,NA
3255,Red king crab Pribilof Islands,1999,0.881,NA
3256,Red king crab Pribilof Islands,2000,0.784,NA
3257,Red king crab Pribilof Islands,2001,1.17,NA
3258,Red king crab Pribilof Islands,2002,2.93,NA
3259,Red king crab Pribilof Islands,2003,1.86,NA
3260,Red king crab Pribilof Islands,2004,1.68,NA
3261,Red king crab Pribilof Islands,2005,1.23,NA
3262,Red king crab Pribilof Islands,2006,0.94,NA
3263,Red king crab Pribilof Islands,2007,2.18,NA
3264,Red king crab Pribilof Islands,2008,2.57,NA
3265,Red king crab Pribilof Islands,2009,2.93,NA
3266,Red porgy Southern Atlantic coast,1972,1.62,0.0577
3267,Red porgy Southern Atlantic coast,1973,1.62,0.0703
3268,Red porgy Southern Atlantic coast,1974,1.6,0.0593
3269,Red porgy Southern Atlantic coast,1975,1.6,0.0691
3270,Red porgy Southern Atlantic coast,1976,1.68,0.0679
3271,Red porgy Southern Atlantic coast,1977,1.71,0.0932
3272,Red porgy Southern Atlantic coast,1978,1.68,0.121
3273,Red porgy Southern Atlantic coast,1979,1.59,0.151
3274,Red porgy Southern Atlantic coast,1980,1.46,0.188
3275,Red porgy Southern Atlantic coast,1981,1.28,0.267
3276,Red porgy Southern Atlantic coast,1982,1.08,0.403
3277,Red porgy Southern Atlantic coast,1983,0.853,0.36
3278,Red porgy Southern Atlantic coast,1984,0.743,0.389
3279,Red porgy Southern Atlantic coast,1985,0.672,0.423
3280,Red porgy Southern Atlantic coast,1986,0.62,0.48
3281,Red porgy Southern Atlantic coast,1987,0.582,0.475
3282,Red porgy Southern Atlantic coast,1988,0.538,0.585
3283,Red porgy Southern Atlantic coast,1989,0.48,0.717
3284,Red porgy Southern Atlantic coast,1990,0.424,1.05
3285,Red porgy Southern Atlantic coast,1991,0.347,1.01
3286,Red porgy Southern Atlantic coast,1992,0.306,0.75
3287,Red porgy Southern Atlantic coast,1993,0.289,0.547
3288,Red porgy Southern Atlantic coast,1994,0.285,0.573
3289,Red porgy Southern Atlantic coast,1995,0.28,0.677
3290,Red porgy Southern Atlantic coast,1996,0.262,0.635
3291,Red porgy Southern Atlantic coast,1997,0.245,0.522
3292,Red porgy Southern Atlantic coast,1998,0.233,0.422
3293,Red porgy Southern Atlantic coast,1999,0.229,0.228
3294,Red porgy Southern Atlantic coast,2000,0.251,0.048
3295,Red porgy Southern Atlantic coast,2001,0.297,0.148
3296,Red porgy Southern Atlantic coast,2002,0.339,0.145
3297,Red porgy Southern Atlantic coast,2003,0.38,0.119
3298,Red porgy Southern Atlantic coast,2004,0.423,0.132
3299,Red porgy Southern Atlantic coast,2005,0.462,0.0913
3300,Red porgy Southern Atlantic coast,2006,0.501,0.104
3301,Red porgy Southern Atlantic coast,2007,0.517,0.161
3302,Red porgy Southern Atlantic coast,2008,0.502,0.168
3303,Red porgy Southern Atlantic coast,2009,0.479,0.108
3304,Red porgy Southern Atlantic coast,2010,0.472,0.0961
3305,Red porgy Southern Atlantic coast,2011,0.474,0.132
3307,Red snapper Gulf of Mexico,1872,3.95,0
3308,Red snapper Gulf of Mexico,1873,3.95,0
3309,Red snapper Gulf of Mexico,1874,3.94,0
3310,Red snapper Gulf of Mexico,1875,3.93,0
3311,Red snapper Gulf of Mexico,1876,3.91,0
3312,Red snapper Gulf of Mexico,1877,3.86,0
3313,Red snapper Gulf of Mexico,1878,3.8,0
3314,Red snapper Gulf of Mexico,1879,3.73,0
3315,Red snapper Gulf of Mexico,1880,3.65,0
3316,Red snapper Gulf of Mexico,1881,3.55,0
3317,Red snapper Gulf of Mexico,1882,3.45,0
3318,Red snapper Gulf of Mexico,1883,3.35,0
3319,Red snapper Gulf of Mexico,1884,3.25,0
3320,Red snapper Gulf of Mexico,1885,3.15,0
3321,Red snapper Gulf of Mexico,1886,3.05,0
3322,Red snapper Gulf of Mexico,1887,2.96,0
3323,Red snapper Gulf of Mexico,1888,2.87,0
3324,Red snapper Gulf of Mexico,1889,2.79,0.02
3325,Red snapper Gulf of Mexico,1890,2.7,0.03
3326,Red snapper Gulf of Mexico,1891,2.62,0.02
3327,Red snapper Gulf of Mexico,1892,2.55,0.03
3328,Red snapper Gulf of Mexico,1893,2.48,0.03
3329,Red snapper Gulf of Mexico,1894,2.42,0.03
3330,Red snapper Gulf of Mexico,1895,2.35,0.03
3331,Red snapper Gulf of Mexico,1896,2.29,0.03
3332,Red snapper Gulf of Mexico,1897,2.23,0.03
3333,Red snapper Gulf of Mexico,1898,2.18,0.04
3334,Red snapper Gulf of Mexico,1899,2.12,0.05
3335,Red snapper Gulf of Mexico,1900,2.07,0.06
3336,Red snapper Gulf of Mexico,1901,2.02,0.07
3337,Red snapper Gulf of Mexico,1902,1.96,0.07
3338,Red snapper Gulf of Mexico,1903,1.89,0.07
3339,Red snapper Gulf of Mexico,1904,1.84,0.08
3340,Red snapper Gulf of Mexico,1905,1.79,0.07
3341,Red snapper Gulf of Mexico,1906,1.75,0.07
3342,Red snapper Gulf of Mexico,1907,1.7,0.06
3343,Red snapper Gulf of Mexico,1908,1.66,0.06
3344,Red snapper Gulf of Mexico,1909,1.63,0.05
3345,Red snapper Gulf of Mexico,1910,1.61,0.04
3346,Red snapper Gulf of Mexico,1911,1.59,0.04
3347,Red snapper Gulf of Mexico,1912,1.58,0.04
3348,Red snapper Gulf of Mexico,1913,1.57,0.04
3349,Red snapper Gulf of Mexico,1914,1.56,0.03
3350,Red snapper Gulf of Mexico,1915,1.56,0.03
3351,Red snapper Gulf of Mexico,1916,1.56,0.03
3352,Red snapper Gulf of Mexico,1917,1.56,0.03
3353,Red snapper Gulf of Mexico,1918,1.56,0.03
3354,Red snapper Gulf of Mexico,1919,1.57,0.03
3355,Red snapper Gulf of Mexico,1920,1.57,0.04
3356,Red snapper Gulf of Mexico,1921,1.57,0.04
3357,Red snapper Gulf of Mexico,1922,1.57,0.04
3358,Red snapper Gulf of Mexico,1923,1.57,0.05
3359,Red snapper Gulf of Mexico,1924,1.57,0.05
3360,Red snapper Gulf of Mexico,1925,1.56,0.05
3361,Red snapper Gulf of Mexico,1926,1.56,0.05
3362,Red snapper Gulf of Mexico,1927,1.55,0.05
3363,Red snapper Gulf of Mexico,1928,1.54,0.05
3364,Red snapper Gulf of Mexico,1929,1.53,0.05
3365,Red snapper Gulf of Mexico,1930,1.52,0.03
3366,Red snapper Gulf of Mexico,1931,1.52,0.03
3367,Red snapper Gulf of Mexico,1932,1.52,0.03
3368,Red snapper Gulf of Mexico,1933,1.52,0.03
3369,Red snapper Gulf of Mexico,1934,1.52,0.03
3370,Red snapper Gulf of Mexico,1935,1.53,0.03
3371,Red snapper Gulf of Mexico,1936,1.53,0.04
3372,Red snapper Gulf of Mexico,1937,1.53,0.03
3373,Red snapper Gulf of Mexico,1938,1.53,0.04
3374,Red snapper Gulf of Mexico,1939,1.53,0.05
3375,Red snapper Gulf of Mexico,1940,1.52,0.04
3376,Red snapper Gulf of Mexico,1941,1.52,0.03
3377,Red snapper Gulf of Mexico,1942,1.52,0.03
3378,Red snapper Gulf of Mexico,1943,1.52,0.02
3379,Red snapper Gulf of Mexico,1944,1.52,0.02
3380,Red snapper Gulf of Mexico,1945,1.53,0.02
3381,Red snapper Gulf of Mexico,1946,1.54,0.03
3382,Red snapper Gulf of Mexico,1947,1.55,0.04
3383,Red snapper Gulf of Mexico,1948,1.55,0.06
3384,Red snapper Gulf of Mexico,1949,1.55,0.09
3385,Red snapper Gulf of Mexico,1950,1.55,0.12
3386,Red snapper Gulf of Mexico,1951,1.54,0.14
3387,Red snapper Gulf of Mexico,1952,1.52,0.16
3388,Red snapper Gulf of Mexico,1953,1.5,0.16
3389,Red snapper Gulf of Mexico,1954,1.48,0.19
3390,Red snapper Gulf of Mexico,1955,1.44,0.19
3391,Red snapper Gulf of Mexico,1956,1.41,0.24
3392,Red snapper Gulf of Mexico,1957,1.36,0.28
3393,Red snapper Gulf of Mexico,1958,1.32,0.42
3394,Red snapper Gulf of Mexico,1959,1.25,0.47
3395,Red snapper Gulf of Mexico,1960,1.19,0.54
3396,Red snapper Gulf of Mexico,1961,1.12,0.52
3397,Red snapper Gulf of Mexico,1962,1.05,0.58
3398,Red snapper Gulf of Mexico,1963,0.967,0.66
3399,Red snapper Gulf of Mexico,1964,0.902,0.72
3400,Red snapper Gulf of Mexico,1965,0.828,0.87
3401,Red snapper Gulf of Mexico,1966,0.757,0.94
3402,Red snapper Gulf of Mexico,1967,0.695,1.18
3403,Red snapper Gulf of Mexico,1968,0.633,1.25
3404,Red snapper Gulf of Mexico,1969,0.57,1.57
3405,Red snapper Gulf of Mexico,1970,0.514,1.59
3406,Red snapper Gulf of Mexico,1971,0.46,1.79
3407,Red snapper Gulf of Mexico,1972,0.405,6.81
3408,Red snapper Gulf of Mexico,1973,0.352,5.71
3409,Red snapper Gulf of Mexico,1974,0.319,0.96
3410,Red snapper Gulf of Mexico,1975,0.295,1.17
3411,Red snapper Gulf of Mexico,1976,0.275,1.67
3412,Red snapper Gulf of Mexico,1977,0.253,1.65
3413,Red snapper Gulf of Mexico,1978,0.234,1.43
3414,Red snapper Gulf of Mexico,1979,0.218,1.62
3415,Red snapper Gulf of Mexico,1980,0.204,2.81
3416,Red snapper Gulf of Mexico,1981,0.189,3.32
3417,Red snapper Gulf of Mexico,1982,0.177,1.68
3418,Red snapper Gulf of Mexico,1983,0.17,1.1
3419,Red snapper Gulf of Mexico,1984,0.17,0.7
3420,Red snapper Gulf of Mexico,1985,0.176,1.1
3421,Red snapper Gulf of Mexico,1986,0.186,1.73
3422,Red snapper Gulf of Mexico,1987,0.194,1.24
3423,Red snapper Gulf of Mexico,1988,0.202,1.31
3424,Red snapper Gulf of Mexico,1989,0.204,2.62
3425,Red snapper Gulf of Mexico,1990,0.209,1.89
3426,Red snapper Gulf of Mexico,1991,0.22,1.91
3427,Red snapper Gulf of Mexico,1992,0.235,1.59
3428,Red snapper Gulf of Mexico,1993,0.25,1.52
3429,Red snapper Gulf of Mexico,1994,0.266,1.41
3430,Red snapper Gulf of Mexico,1995,0.285,1.43
3431,Red snapper Gulf of Mexico,1996,0.307,1.05
3432,Red snapper Gulf of Mexico,1997,0.329,1.2
3433,Red snapper Gulf of Mexico,1998,0.348,1.11
3434,Red snapper Gulf of Mexico,1999,0.37,1.44
3435,Red snapper Gulf of Mexico,2000,0.384,1.7
3436,Red snapper Gulf of Mexico,2001,0.398,1.06
3437,Red snapper Gulf of Mexico,2002,0.411,1.33
3438,Red snapper Gulf of Mexico,2003,0.421,1.45
3439,Red snapper Gulf of Mexico,2004,0.437,1.43
3440,Red snapper Gulf of Mexico,2005,0.452,0.86
3441,Red snapper Gulf of Mexico,2006,0.481,0.56
3442,Red snapper Gulf of Mexico,2007,0.525,0.4
3443,Red snapper Gulf of Mexico,2008,0.583,0.18
3444,Red snapper Gulf of Mexico,2009,0.672,0.28
3445,Red snapper Gulf of Mexico,2010,0.774,0.22
3446,Red snapper Gulf of Mexico,2011,0.885,0.25
3448,Red snapper Southern Atlantic coast,1955,2.52,0.0388
3449,Red snapper Southern Atlantic coast,1956,2.5,0.0457
3450,Red snapper Southern Atlantic coast,1957,2.46,0.0598
3451,Red snapper Southern Atlantic coast,1958,2.39,0.0649
3452,Red snapper Southern Atlantic coast,1959,2.31,0.0738
3453,Red snapper Southern Atlantic coast,1960,2.22,0.0818
3454,Red snapper Southern Atlantic coast,1961,2.12,0.09
3455,Red snapper Southern Atlantic coast,1962,2.01,0.0913
3456,Red snapper Southern Atlantic coast,1963,1.91,0.0929
3457,Red snapper Southern Atlantic coast,1964,1.81,0.105
3458,Red snapper Southern Atlantic coast,1965,1.71,0.126
3459,Red snapper Southern Atlantic coast,1966,1.6,0.155
3460,Red snapper Southern Atlantic coast,1967,1.48,0.19
3461,Red snapper Southern Atlantic coast,1968,1.35,0.214
3462,Red snapper Southern Atlantic coast,1969,1.21,0.209
3463,Red snapper Southern Atlantic coast,1970,1.1,0.201
3464,Red snapper Southern Atlantic coast,1971,1,0.191
3465,Red snapper Southern Atlantic coast,1972,0.917,0.192
3466,Red snapper Southern Atlantic coast,1973,0.843,0.211
3467,Red snapper Southern Atlantic coast,1974,0.773,0.265
3468,Red snapper Southern Atlantic coast,1975,0.692,0.325
3469,Red snapper Southern Atlantic coast,1976,0.611,0.339
3470,Red snapper Southern Atlantic coast,1977,0.543,0.36
3471,Red snapper Southern Atlantic coast,1978,0.476,0.348
3472,Red snapper Southern Atlantic coast,1979,0.415,0.36
3473,Red snapper Southern Atlantic coast,1980,0.362,0.365
3474,Red snapper Southern Atlantic coast,1981,0.316,0.728
3475,Red snapper Southern Atlantic coast,1982,0.24,0.415
3476,Red snapper Southern Atlantic coast,1983,0.22,0.441
3477,Red snapper Southern Atlantic coast,1984,0.216,0.927
3478,Red snapper Southern Atlantic coast,1985,0.185,0.873
3479,Red snapper Southern Atlantic coast,1986,0.142,0.651
3480,Red snapper Southern Atlantic coast,1987,0.119,0.484
3481,Red snapper Southern Atlantic coast,1988,0.112,0.937
3482,Red snapper Southern Atlantic coast,1989,0.0878,1.06
3483,Red snapper Southern Atlantic coast,1990,0.0602,0.404
3484,Red snapper Southern Atlantic coast,1991,0.0641,0.486
3485,Red snapper Southern Atlantic coast,1992,0.0685,1.1
3486,Red snapper Southern Atlantic coast,1993,0.0638,0.415
3487,Red snapper Southern Atlantic coast,1994,0.0707,0.459
3488,Red snapper Southern Atlantic coast,1995,0.0711,0.42
3489,Red snapper Southern Atlantic coast,1996,0.0719,0.409
3490,Red snapper Southern Atlantic coast,1997,0.0784,1.04
3491,Red snapper Southern Atlantic coast,1998,0.0713,0.394
3492,Red snapper Southern Atlantic coast,1999,0.0918,0.64
3493,Red snapper Southern Atlantic coast,2000,0.106,0.672
3494,Red snapper Southern Atlantic coast,2001,0.114,0.432
3495,Red snapper Southern Atlantic coast,2002,0.121,0.454
3496,Red snapper Southern Atlantic coast,2003,0.123,0.386
3497,Red snapper Southern Atlantic coast,2004,0.129,0.503
3498,Red snapper Southern Atlantic coast,2005,0.12,0.528
3499,Red snapper Southern Atlantic coast,2006,0.126,0.38
3500,Red snapper Southern Atlantic coast,2007,0.153,0.644
3501,Red snapper Southern Atlantic coast,2008,0.164,0.668
3502,Red snapper Southern Atlantic coast,2009,0.143,0.908
3504,Redfish species NAFO 3LN,1959,1.41,0.238
3505,Redfish species NAFO 3LN,1960,1.25,0.152
3506,Redfish species NAFO 3LN,1961,1.22,0.134
3507,Redfish species NAFO 3LN,1962,1.22,0.123
3508,Redfish species NAFO 3LN,1963,1.23,0.158
3509,Redfish species NAFO 3LN,1964,1.21,0.058
3510,Redfish species NAFO 3LN,1965,1.29,0.128
3511,Redfish species NAFO 3LN,1966,1.29,0.092
3512,Redfish species NAFO 3LN,1967,1.32,0.147
3513,Redfish species NAFO 3LN,1968,1.29,0.095
3514,Redfish species NAFO 3LN,1969,1.32,0.133
3515,Redfish species NAFO 3LN,1970,1.3,0.077
3516,Redfish species NAFO 3LN,1971,1.35,0.185
3517,Redfish species NAFO 3LN,1972,1.27,0.164
3518,Redfish species NAFO 3LN,1973,1.22,0.197
3519,Redfish species NAFO 3LN,1974,1.16,0.135
3520,Redfish species NAFO 3LN,1975,1.17,0.106
3521,Redfish species NAFO 3LN,1976,1.21,0.119
3522,Redfish species NAFO 3LN,1977,1.23,0.093
3523,Redfish species NAFO 3LN,1978,1.27,0.065
3524,Redfish species NAFO 3LN,1979,1.34,0.072
3525,Redfish species NAFO 3LN,1980,1.39,0.08
3526,Redfish species NAFO 3LN,1981,1.42,0.121
3527,Redfish species NAFO 3LN,1982,1.4,0.109
3528,Redfish species NAFO 3LN,1983,1.39,0.1
3529,Redfish species NAFO 3LN,1984,1.4,0.073
3530,Redfish species NAFO 3LN,1985,1.43,0.101
3531,Redfish species NAFO 3LN,1986,1.43,0.223
3532,Redfish species NAFO 3LN,1987,1.28,0.522
3533,Redfish species NAFO 3LN,1988,0.891,0.483
3534,Redfish species NAFO 3LN,1989,0.679,0.375
3535,Redfish species NAFO 3LN,1990,0.591,0.369
3536,Redfish species NAFO 3LN,1991,0.524,0.367
3537,Redfish species NAFO 3LN,1992,0.47,0.447
3538,Redfish species NAFO 3LN,1993,0.394,0.406
3539,Redfish species NAFO 3LN,1994,0.348,0.106
3540,Redfish species NAFO 3LN,1995,0.413,0.03
3541,Redfish species NAFO 3LN,1996,0.522,0.005
3542,Redfish species NAFO 3LN,1997,0.662,0.006
3543,Redfish species NAFO 3LN,1998,0.818,0.007
3544,Redfish species NAFO 3LN,1999,0.982,0.015
3545,Redfish species NAFO 3LN,2000,1.14,0.018
3546,Redfish species NAFO 3LN,2001,1.28,0.008
3547,Redfish species NAFO 3LN,2002,1.42,0.006
3548,Redfish species NAFO 3LN,2003,1.54,0.006
3549,Redfish species NAFO 3LN,2004,1.64,0.003
3550,Redfish species NAFO 3LN,2005,1.73,0.003
3551,Redfish species NAFO 3LN,2006,1.8,0.002
3552,Redfish species NAFO 3LN,2007,1.85,0.007
3553,Redfish species NAFO 3LN,2008,1.88,NA
3555,Sailfish Eastern Atlantic,1957,2,NA
3556,Sailfish Eastern Atlantic,1958,2,NA
3557,Sailfish Eastern Atlantic,1959,1.99,NA
3558,Sailfish Eastern Atlantic,1960,2,NA
3559,Sailfish Eastern Atlantic,1961,1.99,NA
3560,Sailfish Eastern Atlantic,1962,1.98,NA
3561,Sailfish Eastern Atlantic,1963,1.97,NA
3562,Sailfish Eastern Atlantic,1964,1.96,NA
3563,Sailfish Eastern Atlantic,1965,1.94,NA
3564,Sailfish Eastern Atlantic,1966,1.9,NA
3565,Sailfish Eastern Atlantic,1967,1.89,NA
3566,Sailfish Eastern Atlantic,1968,1.86,NA
3567,Sailfish Eastern Atlantic,1969,1.83,NA
3568,Sailfish Eastern Atlantic,1970,1.81,NA
3569,Sailfish Eastern Atlantic,1971,1.82,NA
3570,Sailfish Eastern Atlantic,1972,1.8,NA
3571,Sailfish Eastern Atlantic,1973,1.79,NA
3572,Sailfish Eastern Atlantic,1974,1.8,NA
3573,Sailfish Eastern Atlantic,1975,1.57,NA
3574,Sailfish Eastern Atlantic,1976,1.31,NA
3575,Sailfish Eastern Atlantic,1977,1.09,NA
3576,Sailfish Eastern Atlantic,1978,1.13,NA
3577,Sailfish Eastern Atlantic,1979,1.09,NA
3578,Sailfish Eastern Atlantic,1980,1,NA
3579,Sailfish Eastern Atlantic,1981,1,NA
3580,Sailfish Eastern Atlantic,1982,0.98,NA
3581,Sailfish Eastern Atlantic,1983,0.93,NA
3582,Sailfish Eastern Atlantic,1984,0.81,NA
3583,Sailfish Eastern Atlantic,1985,0.77,NA
3584,Sailfish Eastern Atlantic,1986,0.74,NA
3585,Sailfish Eastern Atlantic,1987,0.72,NA
3586,Sailfish Eastern Atlantic,1988,0.67,NA
3587,Sailfish Eastern Atlantic,1989,0.64,NA
3588,Sailfish Eastern Atlantic,1990,0.64,NA
3589,Sailfish Eastern Atlantic,1991,0.59,NA
3590,Sailfish Eastern Atlantic,1992,0.6,NA
3591,Sailfish Eastern Atlantic,1993,0.59,NA
3592,Sailfish Eastern Atlantic,1994,0.53,NA
3593,Sailfish Eastern Atlantic,1995,0.53,NA
3594,Sailfish Eastern Atlantic,1996,0.5,NA
3595,Sailfish Eastern Atlantic,1997,0.46,NA
3596,Sailfish Eastern Atlantic,1998,0.45,NA
3597,Sailfish Eastern Atlantic,1999,0.44,NA
3598,Sailfish Eastern Atlantic,2000,0.43,NA
3599,Sailfish Eastern Atlantic,2001,0.43,NA
3600,Sailfish Eastern Atlantic,2002,0.44,NA
3601,Sailfish Eastern Atlantic,2003,0.45,NA
3602,Sailfish Eastern Atlantic,2004,0.44,NA
3603,Sailfish Eastern Atlantic,2005,0.39,NA
3604,Sailfish Eastern Atlantic,2006,0.36,NA
3605,Sailfish Eastern Atlantic,2007,0.33,NA
3606,Sailfish Eastern Atlantic,2008,0.26,NA
3610,Sailfish Western Atlantic,1957,2,NA
3611,Sailfish Western Atlantic,1958,2,NA
3612,Sailfish Western Atlantic,1959,2,NA
3613,Sailfish Western Atlantic,1960,2,NA
3614,Sailfish Western Atlantic,1961,1.99,NA
3615,Sailfish Western Atlantic,1962,1.97,NA
3616,Sailfish Western Atlantic,1963,1.95,NA
3617,Sailfish Western Atlantic,1964,1.94,NA
3618,Sailfish Western Atlantic,1965,1.92,NA
3619,Sailfish Western Atlantic,1966,1.87,NA
3620,Sailfish Western Atlantic,1967,1.85,NA
3621,Sailfish Western Atlantic,1968,1.82,NA
3622,Sailfish Western Atlantic,1969,1.79,NA
3623,Sailfish Western Atlantic,1970,1.77,NA
3624,Sailfish Western Atlantic,1971,1.72,NA
3625,Sailfish Western Atlantic,1972,1.67,NA
